n_train,n_test,repetition,covariate_index,covariate,mse_mlm,mse_bayes,ratio_mlm_bayes,percent_reduction
50,48,27,2,Fish Oil,0.022277566025996846,0.017155059933323488,1.29860030291838,22.994011494324106
50,48,27,3,Interaction SAMS-Fish Oil,0.03817010595656645,0.02005272591301131,1.9034871429524496,47.46484084736575
50,48,28,1,SAMS status,0.03251894490341422,0.02032928531932131,1.5996108270716058,37.48479423393929
50,48,28,2,Fish Oil,0.02891890628096099,0.021652749169662228,1.335576653771033,25.12597482319896
50,48,28,3,Interaction SAMS-Fish Oil,0.022372629576804505,0.011647709766104707,1.9207749871918802,47.93768105747919
50,48,29,1,SAMS status,0.05553405550499706,0.04285696176530514,1.2958001038224474,22.82760303459417
50,48,29,2,Fish Oil,0.0493366442533205,0.030743439947153683,1.6047860726752614,37.68639839122305
50,48,29,3,Interaction SAMS-Fish Oil,0.05217241496433352,0.023661776290739348,2.2049238536986997,54.6469598792481
50,48,30,1,SAMS status,0.0528830199622117,0.030625386344475886,1.726770704780042,42.088431473165336
50,48,30,2,Fish Oil,0.045711718157654985,0.03676195160892981,1.2434518886247377,19.57871396970544
50,48,30,3,Interaction SAMS-Fish Oil,0.030862882598202666,0.018417136432016094,1.6757698848639173,40.32593561727563
50,48,31,1,SAMS status,0.03417752894054702,0.02574676458516877,1.3274494675822193,24.667565551751423
50,48,31,2,Fish Oil,0.02113041210492905,0.025553451506250255,0.8269102942810151,-20.932101936097357
50,48,31,3,Interaction SAMS-Fish Oil,0.027449000045850026,0.0178400413854929,1.5386175094958527,35.006589108188265
50,48,32,1,SAMS status,0.035710143213828885,0.023777688250772474,1.5018341075553785,33.414749673800024
50,48,32,2,Fish Oil,0.04118991110017359,0.041272550883150703,0.9979977059520483,-0.20063112730721588
50,48,32,3,Interaction SAMS-Fish Oil,0.04751629156449261,0.028479778183534858,1.668422108426512,40.06312941135146
50,48,33,1,SAMS status,0.07703304817559802,0.05453511864669732,1.4125402142177825,29.205555358028047
50,48,33,2,Fish Oil,0.03472557767219987,0.024370141528630828,1.4249231023711186,29.820774304524413
50,48,33,3,Interaction SAMS-Fish Oil,0.025931033357184666,0.02143147259932889,1.2099510771834072,17.352030271516703
50,48,34,1,SAMS status,0.042116055771538756,0.03443485659028238,1.2230646484941086,18.238173163516393
50,48,34,2,Fish Oil,0.03122872454905373,0.020731428568185842,1.5063469671828063,33.61423219311712
50,48,34,3,Interaction SAMS-Fish Oil,0.05116208805394292,0.034543374934656736,1.481096973029492,32.48247628549521
50,48,35,1,SAMS status,0.03830744908612056,0.027775083097509288,1.3792019613995594,27.494302648377932
50,48,35,2,Fish Oil,0.013605971372285494,0.01783683175185289,0.7628020245732321,-31.095614299067197
50,48,35,3,Interaction SAMS-Fish Oil,0.028491282173572906,0.021680818398733818,1.314123925102238,23.903675985337493
50,48,36,1,SAMS status,0.10595649996905912,0.06543862501325362,1.6191736905779912,38.24010321937524
50,48,36,2,Fish Oil,0.05700130668567757,0.05010932019890718,1.1375390138882926,12.09092718659045
50,48,36,3,Interaction SAMS-Fish Oil,0.10214767587735826,0.07905850494979688,1.2920517019923825,22.60371636382894
50,48,37,1,SAMS status,0.03439359078946488,0.024313493639224956,1.414588594293076,29.30806850597165
50,48,37,2,Fish Oil,0.04081596870369733,0.03825199474268477,1.0670285034351807,6.281791275433579
50,48,37,3,Interaction SAMS-Fish Oil,0.02925316934058559,0.027408051047953564,1.0673203026878408,6.3074132964872405
50,48,38,1,SAMS status,0.053799245227329436,0.029965947360579347,1.7953460499668084,44.30043166226992
50,48,38,2,Fish Oil,0.018630132748052933,0.017377986891325505,1.072053562047078,6.721078554087557
50,48,38,3,Interaction SAMS-Fish Oil,0.04376498351569814,0.024367541950000807,1.7960360386574277,44.321829936802395
50,48,39,1,SAMS status,0.047062009330361976,0.03403453935381533,1.382772037579708,27.681499710514913
50,48,39,2,Fish Oil,0.023487583298518275,0.017537162634294497,1.3393035001333418,25.334324900932504
50,48,39,3,Interaction SAMS-Fish Oil,0.03755676751366504,0.02462219291169504,1.5253217960056815,34.44006355782284
