n_train,n_test,covariate_index,covariate,mean_mse_mlm,mean_mse_bayes,sd_mse_mlm,sd_mse_bayes,mean_repetition_ratio,median_repetition_ratio,sd_repetition_ratio,se_repetition_ratio,ratio_of_mean_mses,percent_reduction_from_mean_mses,R
100,684,7,NHW: 1,0.05769646676378652,0.02643587902834416,0.024093306469638785,0.007919263974509578,2.1557333373538548,2.137709346512172,0.4362633290907259,0.04362633290907259,2.182506082053304,54.18111279400427,100
125,659,7,NHW: 1,0.04776923528916124,0.02431053817053662,0.017556892971206963,0.006071370360338325,1.9461837776441764,1.9227244911399632,0.34147304230931963,0.034147304230931964,1.9649600084565633,49.10837901553629,100
150,634,7,NHW: 1,0.039610545921163226,0.021980098867001526,0.013446404540717424,0.004426178869546879,1.7907196905497653,1.7569441200946794,0.37923055098676733,0.03792305509867673,1.8021095428569747,44.50947757511733,100
200,584,7,NHW: 1,0.02948899624940523,0.01956656804438994,0.007138083432236197,0.0033912545758433303,1.501817419635554,1.5079575161282253,0.1952725706834653,0.01952725706834653,1.5071113228699407,33.64790080033808,100
250,534,7,NHW: 1,0.025374607665828854,0.018431771511876943,0.004481569728462162,0.0029183725954071305,1.3810850407773696,1.3747678129261467,0.15319992439984242,0.015319992439984243,1.3766776378210923,27.361353702038116,100
300,484,7,NHW: 1,0.023278457444432007,0.01815215385061045,0.003974016581558192,0.0027733020694844747,1.2885139182488314,1.2747151656083444,0.15595451613048913,0.015595451613048913,1.282407456217608,22.021663617782895,100
400,384,7,NHW: 1,0.02274693748701817,0.019147168499803094,0.003794194497921665,0.0032936669741527864,1.1918693269468073,1.1904094756672519,0.08457749499859436,0.008457749499859436,1.1880052910827048,15.825290719990281,100
500,284,7,NHW: 1,0.023691076102114707,0.02151117236183112,0.0038928909175165757,0.003791877188515632,1.1055416770825637,1.1057057302323647,0.06923079560255713,0.006923079560255713,1.1013382117727601,9.201370722408875,100
600,184,7,NHW: 1,0.03216556057825756,0.03054249276266401,0.0076678980277518445,0.007449267054072825,1.0559335280918276,1.0579390632113377,0.04719805692142472,0.004719805692142472,1.0531413014715563,5.045980192525146,100
40,744,8,CurrentSmoker: 1,0.05625953614032949,0.015296198961626657,0.017816219715062576,0.0050393127377708746,3.722008862173786,3.692042880837566,0.599562057452594,0.05995620574525941,3.6780076070837557,72.81136672817034,100
